SHIPMENT_ID,ORDER_ID,SHIPPED_DATE,DELIVERY_DATE,STATUS
41236,37412,2024-07-24,2024-07-26,DELIVERED
41237,37412,2024-07-24,2024-07-26,DELIVERED
41238,37413,2025-06-06,2025-06-12,DELIVERED
41239,37413,2025-06-06,2025-06-10,DELIVERED
41240,37414,2025-04-22,2025-04-30,RETURNED
41241,37415,2023-01-24,,PACKED
41242,37416,,,CANCELLED
41243,37417,2023-07-13,2023-07-22,DELIVERED
41244,37417,2023-07-15,2023-07-16,DELIVERED
41245,37417,2023-07-13,2023-07-14,DELIVERED
41246,37418,2023-09-22,2023-09-24,DELIVERED
41247,37419,2024-08-13,,PACKED
41248,37420,2023-03-26,,PACKED
41249,37421,2025-02-23,,IN_TRANSIT
41250,37422,,,
41251,37423,2025-12-09,,PACKED
41252,37425,2023-11-15,,SHIPPED
41253,37426,2023-03-02,,SHIPPED
41254,37427,,,
41255,37428,2023-10-17,2023-10-19,DELIVERED
41256,37429,2024-07-28,2024-07-31,RETURNED
41257,37430,2025-02-28,2025-03-05,DELIVERED
41258,37431,,,CANCELLED
41259,37432,2024-06-10,,PACKED
41260,37433,2023-03-20,,IN_TRANSIT
41261,37434,2025-11-09,,PACKED
41262,37435,2023-02-17,2023-02-20,DELIVERED
41263,37436,2023-01-27,,IN_TRANSIT
41264,37436,2023-01-29,,IN_TRANSIT
41265,37436,2023-01-30,,IN_TRANSIT
41266,37437,2025-08-11,2025-08-20,DELIVERED
41267,37438,2023-05-30,2023-06-03,DELIVERED
41268,37439,2023-01-13,2023-01-20,DELIVERED
41269,37440,2025-06-07,2025-06-16,DELIVERED
41270,37441,,,
41271,37442,2025-08-26,2025-08-28,DELIVERED
41272,37443,2025-02-20,,IN_TRANSIT
41273,37444,2023-09-23,2023-09-29,DELIVERED
41274,37445,2024-02-07,,PACKED
41275,37446,2025-03-07,,SHIPPED
41276,37446,2025-03-06,,IN_TRANSIT
41277,37447,2025-08-05,2025-08-10,DELIVERED
41278,37448,2023-07-20,,SHIPPED
41279,37449,2025-02-15,2025-02-20,DELIVERED
41280,37449,2025-02-15,2025-03-02,DELIVERED
41281,37449,2025-02-14,2025-02-15,DELIVERED
41282,37450,2024-08-03,2024-08-13,DELIVERED
41283,37453,2024-07-03,2024-07-09,DELIVERED
41284,37454,2023-07-23,,SHIPPED
41285,37455,2025-06-03,2025-06-11,DELIVERED
41286,37456,2023-03-12,,IN_TRANSIT
41287,37457,2025-08-03,,IN_TRANSIT
41288,37458,2024-05-05,,IN_TRANSIT
41289,37459,2023-09-08,,IN_TRANSIT
41290,37460,2023-04-22,2023-04-30,DELIVERED
41291,37461,2025-01-03,,PACKED
41292,37462,2023-05-30,,IN_TRANSIT
41293,37462,2023-05-28,,IN_TRANSIT
41294,37462,2023-05-31,,IN_TRANSIT
41295,37463,,,
41296,37464,2025-12-11,2025-12-14,RETURNED
41297,37465,2023-03-16,2023-03-19,DELIVERED
41298,37466,2025-02-06,2025-02-14,DELIVERED
41299,37467,2024-09-05,,PACKED
41300,37468,2024-10-15,2024-10-18,DELIVERED
41301,37470,2025-12-16,2025-12-21,DELIVERED
41302,37471,2024-09-16,,IN_TRANSIT
41303,37472,2024-09-16,2024-09-26,RETURNED
41304,37473,2023-01-11,2023-01-16,RETURNED
41305,37474,2025-04-22,,IN_TRANSIT
41306,37474,2025-04-25,,IN_TRANSIT
41307,37475,2024-04-29,2024-05-06,DELIVERED
41308,37476,2024-04-08,,SHIPPED
41309,37477,2025-01-10,2025-01-14,DELIVERED
41310,37477,2025-01-10,2025-01-11,DELIVERED
41311,37478,2025-01-25,,PACKED
41312,37479,2024-07-08,,IN_TRANSIT
41313,37480,2024-01-26,2024-02-09,DELIVERED
41314,37481,2023-11-29,2023-12-05,DELIVERED
41315,37481,2023-12-01,2023-12-17,DELIVERED
41316,37481,2023-11-29,2023-12-05,DELIVERED
41317,37482,,,
41318,37483,2025-03-31,2025-04-05,DELIVERED
41319,37483,2025-04-01,2025-04-08,DELIVERED
41320,37484,2025-03-24,2025-03-30,RETURNED
41321,37484,2025-03-24,2025-03-27,RETURNED
41322,37484,2025-03-22,2025-03-29,RETURNED
41323,37485,2024-03-01,,IN_TRANSIT
41324,37486,2025-09-28,2025-10-08,DELIVERED
41325,37487,2024-02-15,,PACKED
41326,37488,2024-07-04,,SHIPPED
41327,37489,2023-11-03,2023-11-12,DELIVERED
41328,37490,2025-09-03,,SHIPPED
41329,37491,2024-09-25,2024-10-01,DELIVERED
41330,37492,,,
41331,37493,2024-06-06,2024-06-08,RETURNED
41332,37494,,,
41333,37495,2023-12-18,,PACKED
41334,37496,2023-06-05,,IN_TRANSIT
41335,37497,2025-05-09,2025-05-14,DELIVERED
41336,37498,2024-07-26,2024-08-05,DELIVERED
41337,37498,2024-07-28,2024-08-03,DELIVERED
41338,37499,2025-08-17,,SHIPPED
41339,37500,,,
41340,37501,2023-08-17,2023-08-24,DELIVERED
41341,37502,2024-01-02,,SHIPPED
41342,37502,2024-01-02,,SHIPPED
41343,37504,2024-11-24,,IN_TRANSIT
41344,37506,2023-07-29,2023-07-31,DELIVERED
41345,37507,2024-03-21,,IN_TRANSIT
41346,37507,2024-03-22,,SHIPPED
41347,37509,2023-05-03,,IN_TRANSIT
41348,37509,2023-05-01,,IN_TRANSIT
41349,37510,2024-07-17,,PACKED
41350,37511,2024-08-15,,SHIPPED
41351,37512,2024-02-24,2024-03-02,DELIVERED
41352,37514,2024-02-17,2024-02-25,DELIVERED
41353,37515,2025-11-15,,IN_TRANSIT
41354,37515,2025-11-15,,IN_TRANSIT
41355,37516,2024-10-09,2024-10-14,DELIVERED
41356,37517,,,
41357,37518,,,CANCELLED
41358,37519,2024-07-06,2024-07-11,DELIVERED
41359,37519,2024-07-07,2024-07-09,DELIVERED
41360,37519,2024-07-08,2024-07-09,DELIVERED
41361,37521,,,CANCELLED
41362,37522,2025-09-19,2025-09-22,DELIVERED
41363,37523,2023-07-27,,PACKED
41364,37524,2025-03-01,2025-03-10,DELIVERED
41365,37525,2025-07-05,2025-07-13,DELIVERED
41366,37526,2024-10-30,2024-11-08,DELIVERED
41367,37527,2023-12-10,,PACKED
41368,37528,2025-09-12,,SHIPPED
41369,37529,,,CANCELLED
41370,37530,2024-10-28,,SHIPPED
41371,37531,,,
41372,37533,2023-12-15,,IN_TRANSIT
41373,37534,2024-10-08,,PACKED
41374,37535,2023-08-01,2023-08-04,DELIVERED
41375,37536,2023-05-09,,SHIPPED
41376,37537,2025-03-08,2025-03-13,DELIVERED
41377,37538,2023-06-23,2023-06-25,DELIVERED
41378,37539,2023-09-11,2023-09-15,DELIVERED
41379,37539,2023-09-14,2023-09-20,DELIVERED
41380,37540,2025-07-14,,PACKED
41381,37541,2025-01-08,,IN_TRANSIT
41382,37542,2025-09-24,2025-09-29,DELIVERED
41383,37543,,,CANCELLED
41384,37544,2024-12-01,2024-12-06,DELIVERED
41385,37545,2023-04-25,2023-05-01,DELIVERED
41386,37546,2024-06-25,,SHIPPED
41387,37547,2023-05-11,,SHIPPED
41388,37548,2025-09-15,,IN_TRANSIT
41389,37549,,,
41390,37550,2024-11-14,2024-11-15,DELIVERED
41391,37551,2025-10-17,2025-10-19,DELIVERED
41392,37552,2023-02-28,2023-03-19,DELIVERED
41393,37554,2025-03-08,2025-03-15,DELIVERED
41394,37555,2024-03-28,2024-04-07,RETURNED
41395,37556,2023-12-18,2023-12-28,DELIVERED
41396,37557,2025-01-14,,IN_TRANSIT
41397,37558,,,CANCELLED
41398,37559,2024-10-20,,PACKED
41399,37560,2023-03-29,2023-04-05,DELIVERED
41400,37561,2025-04-06,,SHIPPED
41401,37562,,,CANCELLED
41402,37563,2025-05-24,2025-05-25,DELIVERED
41403,37564,,,CANCELLED
41404,37565,2024-06-17,,SHIPPED
41405,37566,2025-01-24,,PACKED
41406,37567,2024-04-17,2024-04-28,DELIVERED
41407,37568,2023-12-09,,IN_TRANSIT
41408,37568,2023-12-08,,IN_TRANSIT
41409,37568,2023-12-08,,IN_TRANSIT
41410,37569,2023-04-18,,SHIPPED
41411,37571,2025-11-25,,SHIPPED
41412,37572,2024-01-12,,IN_TRANSIT
41413,37573,2023-10-06,2023-10-14,DELIVERED
41414,37573,2023-10-07,2023-10-16,DELIVERED
41415,37574,2023-07-20,2023-07-24,DELIVERED
41416,37574,2023-07-19,2023-08-07,DELIVERED
41417,37575,2023-04-28,,PACKED
41418,37576,2025-04-02,2025-04-05,DELIVERED
41419,37578,2025-06-30,,IN_TRANSIT
41420,37579,2024-01-25,,SHIPPED
41421,37581,2025-03-16,2025-03-21,DELIVERED
41422,37582,2024-01-21,,SHIPPED
41423,37583,2025-04-15,,IN_TRANSIT
41424,37583,2025-04-14,,SHIPPED
41425,37583,2025-04-14,,SHIPPED
41426,37584,2024-07-02,2024-07-12,DELIVERED
41427,37585,2024-07-22,2024-07-23,DELIVERED
41428,37585,2024-07-20,2024-07-21,DELIVERED
41429,37585,2024-07-22,2024-07-30,DELIVERED
41430,37586,2025-12-22,2025-12-24,DELIVERED
41431,37587,2023-05-10,,PACKED
41432,37588,2023-02-27,2023-03-04,DELIVERED
41433,37589,2023-12-26,2024-01-03,DELIVERED
41434,37590,2025-06-11,,PACKED
41435,37591,,,CANCELLED
41436,37593,2025-08-04,,IN_TRANSIT
41437,37594,2023-06-30,2023-07-08,DELIVERED
41438,37595,2023-10-22,,SHIPPED
41439,37596,2025-12-03,2025-12-06,DELIVERED
41440,37597,2024-10-06,,IN_TRANSIT
41441,37598,,,CANCELLED
41442,37599,2024-06-06,2024-06-15,DELIVERED
41443,37600,2025-09-01,,SHIPPED
41444,37601,2023-05-06,2023-05-14,RETURNED
41445,37602,2025-02-22,2025-02-27,RETURNED
41446,37603,2025-10-29,2025-11-04,DELIVERED
41447,37604,2024-05-10,,IN_TRANSIT
41448,37606,2024-04-14,2024-04-16,DELIVERED
41449,37607,2024-09-15,,PACKED
41450,37608,2025-09-25,2025-09-28,DELIVERED
41451,37609,,,
41452,37610,2025-06-04,2025-06-06,DELIVERED
41453,37611,2024-07-10,2024-07-13,DELIVERED
41454,37612,2024-01-19,2024-01-23,DELIVERED
41455,37613,2024-09-08,2024-09-13,DELIVERED
41456,37614,2025-10-08,,SHIPPED
41457,37615,2025-12-17,2025-12-27,DELIVERED
41458,37616,,,
41459,37617,2024-09-02,,PACKED
41460,37618,2024-07-28,,IN_TRANSIT
41461,37619,2025-12-14,,IN_TRANSIT
41462,37620,2024-09-18,,PACKED
41463,37621,2024-05-02,,IN_TRANSIT
41464,37622,2024-04-25,2024-04-28,DELIVERED
41465,37623,2024-08-20,2024-08-30,DELIVERED
41466,37623,2024-08-22,2024-08-30,DELIVERED
41467,37624,2024-06-22,,SHIPPED
41468,37625,,,
41469,37626,2025-12-11,2025-12-15,DELIVERED
41470,37627,2023-04-09,,IN_TRANSIT
41471,37628,2025-05-26,2025-05-30,DELIVERED
41472,37628,2025-05-26,2025-05-31,DELIVERED
41473,37629,2024-11-10,2024-11-11,RETURNED
41474,37629,2024-11-12,2024-11-16,RETURNED
41475,37629,2024-11-11,2024-11-16,RETURNED
41476,37631,2023-11-09,,PACKED
41477,37632,2025-12-22,2025-12-27,RETURNED
41478,37633,2025-07-03,,SHIPPED
41479,37634,2023-07-15,,SHIPPED
41480,37635,,,
41481,37636,2025-01-23,2025-01-30,DELIVERED
41482,37637,2024-11-18,2024-11-21,RETURNED
41483,37637,2024-11-18,2024-11-27,RETURNED
41484,37638,2025-01-09,2025-01-11,RETURNED
41485,37639,2024-11-20,2024-11-23,DELIVERED
41486,37640,,,
41487,37641,2023-06-14,,SHIPPED
41488,37641,2023-06-14,,SHIPPED
41489,37641,2023-06-17,,SHIPPED
41490,37642,2025-10-24,2025-10-31,DELIVERED
41491,37643,,,
41492,37644,2024-08-04,,IN_TRANSIT
41493,37644,2024-08-05,,SHIPPED
41494,37645,2025-09-07,,SHIPPED
41495,37646,,,
41496,37647,2023-01-10,,SHIPPED
41497,37648,2023-03-21,2023-03-31,RETURNED
41498,37651,2023-04-21,,PACKED
41499,37652,2025-05-18,2025-05-26,DELIVERED
41500,37654,2023-02-03,2023-02-12,DELIVERED
41501,37655,2025-06-24,2025-06-25,DELIVERED
41502,37656,2025-03-16,2025-03-24,RETURNED
41503,37657,2024-07-20,,PACKED
41504,37658,2025-12-12,2025-12-31,DELIVERED
41505,37658,2025-12-15,2025-12-26,DELIVERED
41506,37659,2025-07-22,,SHIPPED
41507,37660,2024-12-04,,PACKED
41508,37661,2024-09-13,2024-10-03,DELIVERED
41509,37662,2025-03-16,,PACKED
41510,37663,2025-08-03,2025-08-09,RETURNED
41511,37664,2025-08-08,,SHIPPED
41512,37664,2025-08-08,,IN_TRANSIT
41513,37664,2025-08-10,,SHIPPED
41514,37665,2023-06-20,,PACKED
41515,37666,2025-09-11,2025-09-19,DELIVERED
41516,37666,2025-09-10,2025-09-18,DELIVERED
41517,37667,2023-07-10,,SHIPPED
41518,37668,2024-04-18,,SHIPPED
41519,37669,2024-07-03,,IN_TRANSIT
41520,37670,2024-04-01,2024-04-06,DELIVERED
41521,37671,2025-03-20,2025-03-23,DELIVERED
41522,37672,2023-09-20,2023-09-26,DELIVERED
41523,37673,2025-06-04,2025-06-07,DELIVERED
41524,37674,2023-08-06,,PACKED
41525,37675,2024-08-11,2024-08-18,DELIVERED
41526,37675,2024-08-10,2024-08-11,DELIVERED
41527,37675,2024-08-09,2024-08-18,DELIVERED
41528,37676,2024-02-15,2024-02-25,DELIVERED
41529,37677,2024-06-01,,IN_TRANSIT
41530,37678,2023-12-02,,SHIPPED
41531,37679,2024-05-21,,PACKED
41532,37680,2023-11-06,,IN_TRANSIT
41533,37681,2024-04-12,2024-04-19,DELIVERED
41534,37682,2023-02-04,2023-02-07,DELIVERED
41535,37682,2023-02-05,2023-02-12,DELIVERED
41536,37683,2023-09-02,2023-09-18,DELIVERED
41537,37684,2024-11-15,2024-11-24,DELIVERED
41538,37684,2024-11-16,2024-11-23,DELIVERED
41539,37685,2023-08-05,,SHIPPED
41540,37686,2025-12-01,,SHIPPED
41541,37687,2024-09-07,,PACKED
41542,37688,,,CANCELLED
41543,37689,2023-09-12,2023-09-22,RETURNED
41544,37690,2025-11-09,,PACKED
41545,37691,2024-02-07,,IN_TRANSIT
41546,37691,2024-02-08,,IN_TRANSIT
41547,37692,2023-07-05,2023-07-15,DELIVERED
41548,37693,,,
41549,37694,2023-03-19,,PACKED
41550,37695,2025-05-28,,PACKED
41551,37696,2024-10-25,2024-10-27,RETURNED
41552,37697,2024-09-20,2024-09-26,DELIVERED
41553,37698,,,
41554,37699,2023-01-25,,PACKED
41555,37700,2023-11-02,2023-11-07,RETURNED
41556,37700,2023-11-02,2023-11-12,RETURNED
41557,37701,2023-09-11,2023-09-15,DELIVERED
41558,37701,2023-09-09,2023-09-16,DELIVERED
41559,37701,2023-09-11,2023-09-17,DELIVERED
41560,37702,2023-05-04,2023-05-13,DELIVERED
41561,37703,2025-12-23,,IN_TRANSIT
41562,37704,2024-03-24,2024-03-30,DELIVERED
41563,37705,2024-06-21,,IN_TRANSIT
41564,37706,2025-12-18,2025-12-20,DELIVERED
41565,37707,2025-03-27,,IN_TRANSIT
41566,37708,2025-03-04,,IN_TRANSIT
41567,37709,2025-07-30,,PACKED
41568,37710,2023-05-31,,PACKED
41569,37711,,,
41570,37712,2025-10-19,,PACKED
41571,37713,2023-12-16,,SHIPPED
41572,37714,2025-07-10,2025-07-15,DELIVERED
41573,37715,2023-08-20,2023-08-30,DELIVERED
41574,37716,2025-05-07,2025-05-27,DELIVERED
41575,37716,2025-05-07,2025-05-12,DELIVERED
41576,37717,2025-04-15,,PACKED
41577,37718,2024-04-04,,IN_TRANSIT
41578,37719,2023-09-09,2023-09-17,DELIVERED
41579,37719,2023-09-10,2023-09-12,DELIVERED
41580,37720,2024-11-29,2024-12-08,DELIVERED
41581,37722,,,CANCELLED
41582,37723,2024-01-27,2024-01-28,DELIVERED
41583,37724,2024-06-07,2024-06-17,DELIVERED
41584,37724,2024-06-09,2024-06-14,DELIVERED
41585,37724,2024-06-09,2024-06-11,DELIVERED
41586,37725,2023-04-16,2023-04-24,RETURNED
41587,37726,2024-11-19,,PACKED
41588,37727,2025-05-03,2025-05-11,DELIVERED
41589,37728,2023-10-28,,PACKED
41590,37729,2025-09-23,,SHIPPED
41591,37730,2024-07-05,2024-07-09,DELIVERED
41592,37731,2023-04-26,2023-04-30,DELIVERED
41593,37731,2023-04-26,2023-04-29,DELIVERED
41594,37731,2023-04-25,2023-05-05,DELIVERED
41595,37732,2023-11-09,,IN_TRANSIT
41596,37733,2023-07-26,2023-07-27,DELIVERED
41597,37734,2025-05-05,,SHIPPED
41598,37735,2025-02-09,,PACKED
41599,37736,2025-12-18,2025-12-27,DELIVERED
41600,37737,2024-04-05,,IN_TRANSIT
41601,37738,2023-08-21,2023-08-30,RETURNED
41602,37739,2025-10-12,2025-10-15,DELIVERED
41603,37740,2024-02-04,,PACKED
41604,37741,2023-02-22,2023-03-03,DELIVERED
41605,37742,2024-12-21,2024-12-27,DELIVERED
41606,37743,2025-09-27,,IN_TRANSIT
41607,37744,2025-10-04,,SHIPPED
41608,37745,2024-12-08,,PACKED
41609,37746,2023-12-29,2024-01-02,RETURNED
41610,37746,2023-12-28,2024-01-03,RETURNED
41611,37747,,,CANCELLED
41612,37748,2023-02-19,2023-02-21,DELIVERED
41613,37749,2024-02-26,2024-02-29,DELIVERED
41614,37749,2024-02-25,2024-02-29,DELIVERED
41615,37750,2024-07-14,,PACKED
41616,37751,2023-10-31,,PACKED
41617,37752,2023-02-08,2023-02-12,DELIVERED
41618,37753,2023-12-01,,IN_TRANSIT
41619,37754,,,CANCELLED
41620,37755,2024-05-11,,SHIPPED
41621,37755,2024-05-12,,IN_TRANSIT
41622,37756,,,
41623,37757,2025-03-08,2025-03-11,DELIVERED
41624,37758,2024-05-26,2024-05-27,DELIVERED
41625,37758,2024-05-28,2024-06-06,DELIVERED
41626,37759,2025-07-05,,SHIPPED
41627,37760,2025-12-09,,IN_TRANSIT
41628,37761,2025-04-22,,SHIPPED
41629,37762,,,CANCELLED
41630,37763,,,
41631,37764,2024-12-25,,SHIPPED
41632,37765,2024-12-17,2025-01-04,DELIVERED
41633,37766,2025-01-11,2025-01-14,DELIVERED
41634,37767,2025-10-31,,PACKED
41635,37769,,,CANCELLED
41636,37770,2025-11-19,2025-11-21,DELIVERED
41637,37771,2025-06-14,,PACKED
41638,37772,2024-06-28,2024-07-04,RETURNED
41639,37773,2023-10-11,,IN_TRANSIT
41640,37774,2024-01-21,,PACKED
41641,37775,2024-07-26,2024-07-27,DELIVERED
41642,37776,2024-09-04,,IN_TRANSIT
41643,37777,2025-01-26,2025-02-05,DELIVERED
41644,37779,2025-10-27,,IN_TRANSIT
41645,37780,2025-10-17,2025-10-20,DELIVERED
41646,37781,2025-07-25,,SHIPPED
41647,37782,2025-09-27,2025-10-07,DELIVERED
41648,37784,2025-05-22,2025-05-29,DELIVERED
41649,37785,2024-05-12,2024-05-21,DELIVERED
41650,37786,2025-07-17,,SHIPPED
41651,37786,2025-07-18,,IN_TRANSIT
41652,37787,2025-02-03,2025-02-13,DELIVERED
41653,37787,2025-02-06,2025-02-15,DELIVERED
41654,37788,2025-09-15,,PACKED
41655,37789,2023-02-02,2023-02-11,DELIVERED
41656,37789,2023-01-31,2023-02-07,DELIVERED
41657,37789,2023-02-01,2023-02-07,DELIVERED
41658,37790,2025-05-15,,IN_TRANSIT
41659,37791,2025-04-25,2025-05-04,DELIVERED
41660,37792,2024-03-23,2024-03-29,DELIVERED
41661,37793,2024-05-18,,SHIPPED
41662,37794,2023-12-22,2023-12-27,DELIVERED
41663,37794,2023-12-24,2023-12-25,DELIVERED
41664,37795,2025-02-21,,SHIPPED
41665,37796,2023-06-07,,IN_TRANSIT
41666,37797,2024-11-15,2024-11-18,DELIVERED
41667,37798,2023-07-05,2023-07-06,DELIVERED
41668,37799,2024-07-22,,PACKED
41669,37800,2025-05-11,,IN_TRANSIT
41670,37801,2024-12-04,,PACKED
41671,37802,2024-08-14,,PACKED
41672,37803,2023-08-27,2023-09-10,DELIVERED
41673,37804,2023-07-12,,PACKED
41674,37806,2024-01-26,2024-02-11,DELIVERED
41675,37807,2025-08-02,,PACKED
41676,37809,2023-01-18,,IN_TRANSIT
41677,37810,2025-02-09,,PACKED
41678,37811,2023-08-02,,IN_TRANSIT
41679,37812,2024-06-27,,PACKED
41680,37813,2025-02-01,,SHIPPED
41681,37814,2024-09-11,2024-09-16,DELIVERED
41682,37814,2024-09-10,2024-09-19,DELIVERED
41683,37814,2024-09-08,2024-09-09,DELIVERED
41684,37815,2024-03-05,,PACKED
41685,37816,2024-06-09,2024-06-23,DELIVERED
41686,37816,2024-06-07,2024-06-14,DELIVERED
41687,37817,2025-03-14,2025-03-23,DELIVERED
41688,37817,2025-03-16,2025-03-25,DELIVERED
41689,37818,2024-04-22,,IN_TRANSIT
41690,37819,2023-06-24,2023-07-06,DELIVERED
41691,37820,2024-03-17,2024-03-24,DELIVERED
41692,37821,2023-07-02,2023-07-11,DELIVERED
41693,37822,2024-08-03,,IN_TRANSIT
41694,37822,2024-07-31,,IN_TRANSIT
41695,37822,2024-07-31,,IN_TRANSIT
41696,37823,2024-11-03,2024-11-09,DELIVERED
41697,37824,2024-11-27,,SHIPPED
41698,37825,2023-06-28,,PACKED
41699,37826,,,CANCELLED
41700,37828,2023-03-11,2023-03-14,DELIVERED
41701,37829,2023-01-17,,SHIPPED
41702,37830,2025-07-17,,SHIPPED
41703,37831,2025-07-11,2025-07-20,DELIVERED
41704,37831,2025-07-14,2025-07-17,DELIVERED
41705,37832,2025-09-20,,PACKED
41706,37833,2023-12-06,2023-12-13,DELIVERED
41707,37834,2024-09-15,2024-09-18,DELIVERED
41708,37835,2023-06-21,2023-06-24,DELIVERED
41709,37836,,,CANCELLED
41710,37837,2025-08-22,2025-08-31,DELIVERED
41711,37838,2023-11-07,,IN_TRANSIT
41712,37839,2025-07-07,2025-07-08,DELIVERED
41713,37840,2025-09-22,2025-09-29,RETURNED
41714,37840,2025-09-22,2025-09-29,RETURNED
41715,37840,2025-09-23,2025-09-28,RETURNED
41716,37841,2023-06-04,,IN_TRANSIT
41717,37841,2023-06-04,,IN_TRANSIT
41718,37842,2024-04-08,,PACKED
41719,37843,2025-07-03,2025-07-11,DELIVERED
41720,37844,2025-06-11,2025-06-19,DELIVERED
41721,37845,2024-04-21,2024-04-22,RETURNED
41722,37845,2024-04-23,2024-04-29,RETURNED
41723,37846,2024-05-23,,IN_TRANSIT
41724,37847,2025-08-08,2025-08-16,DELIVERED
41725,37848,2024-10-25,2024-10-27,DELIVERED
41726,37849,2023-11-21,,PACKED
41727,37850,2023-08-30,2023-09-07,DELIVERED
41728,37850,2023-09-01,2023-09-08,DELIVERED
41729,37851,2024-06-20,2024-06-30,DELIVERED
41730,37852,2023-04-10,,SHIPPED
41731,37853,2025-01-13,,IN_TRANSIT
41732,37853,2025-01-13,,IN_TRANSIT
41733,37854,2023-01-30,2023-01-31,RETURNED
41734,37855,2025-06-27,,PACKED
41735,37856,,,CANCELLED
41736,37857,2025-01-06,2025-01-08,DELIVERED
41737,37858,2023-07-02,2023-07-15,DELIVERED
41738,37860,2024-03-27,,IN_TRANSIT
41739,37861,2024-03-17,,PACKED
41740,37862,2023-12-18,,IN_TRANSIT
41741,37863,2025-08-17,,PACKED
41742,37864,2023-04-22,,SHIPPED
41743,37865,2023-05-08,,IN_TRANSIT
41744,37866,2023-10-20,,IN_TRANSIT
41745,37866,2023-10-20,,IN_TRANSIT
41746,37867,2024-08-02,2024-08-10,RETURNED
41747,37867,2024-08-02,2024-08-05,RETURNED
41748,37867,2024-08-02,2024-08-11,RETURNED
41749,37868,2023-07-23,,IN_TRANSIT
41750,37869,2023-09-12,2023-09-14,RETURNED
41751,37870,2023-11-15,2023-11-19,DELIVERED
41752,37871,2024-10-08,2024-10-13,DELIVERED
41753,37871,2024-10-08,2024-10-16,DELIVERED
41754,37872,2023-07-24,,SHIPPED
41755,37873,2025-08-02,2025-08-06,DELIVERED
41756,37874,2025-07-08,2025-07-09,DELIVERED
41757,37874,2025-07-08,2025-07-13,DELIVERED
41758,37875,2025-05-19,,SHIPPED
41759,37876,2023-08-06,2023-08-14,DELIVERED
41760,37877,2025-01-25,2025-02-02,DELIVERED
41761,37878,2024-07-14,,IN_TRANSIT
41762,37879,2024-12-13,2024-12-15,DELIVERED
41763,37879,2024-12-10,2024-12-27,DELIVERED
41764,37880,2023-12-07,2023-12-09,DELIVERED
41765,37881,2024-07-03,2024-07-12,RETURNED
41766,37882,2025-04-01,2025-04-11,DELIVERED
41767,37883,2024-04-24,2024-04-27,DELIVERED
41768,37884,2023-12-02,2023-12-12,DELIVERED
41769,37885,,,
41770,37886,2023-12-08,2023-12-20,DELIVERED
41771,37886,2023-12-08,2023-12-13,DELIVERED
41772,37887,2023-08-19,,PACKED
41773,37888,2024-09-20,,PACKED
41774,37889,2024-07-05,,SHIPPED
41775,37890,2023-07-14,,IN_TRANSIT
41776,37891,2023-11-19,,PACKED
41777,37892,2025-11-09,2025-11-10,DELIVERED
41778,37893,,,
41779,37894,2023-09-25,,PACKED
41780,37895,2023-01-18,2023-01-23,DELIVERED
41781,37895,2023-01-19,2023-01-28,DELIVERED
41782,37896,2023-12-02,,SHIPPED
41783,37897,2024-01-27,2024-01-28,DELIVERED
41784,37898,2023-12-17,,PACKED
41785,37899,2023-08-23,2023-08-25,DELIVERED
41786,37900,2025-07-25,,SHIPPED
41787,37901,2025-08-17,2025-09-03,DELIVERED
41788,37902,2025-07-14,,IN_TRANSIT
41789,37903,2024-10-07,,PACKED
41790,37904,2023-04-04,,SHIPPED
41791,37904,2023-04-06,,SHIPPED
41792,37905,2025-02-26,2025-03-08,DELIVERED
41793,37906,2025-03-12,,PACKED
41794,37907,2023-03-13,,SHIPPED
41795,37907,2023-03-14,,IN_TRANSIT
41796,37908,2024-09-08,2024-09-14,DELIVERED
41797,37910,2024-02-08,,PACKED
41798,37912,2023-09-05,,PACKED
41799,37914,2024-10-07,2024-10-18,DELIVERED
41800,37915,2023-04-03,2023-04-12,DELIVERED
41801,37916,2025-01-10,2025-01-15,DELIVERED
41802,37917,2023-11-07,2023-11-11,DELIVERED
41803,37918,2023-05-29,2023-06-17,DELIVERED
41804,37919,2023-05-01,,PACKED
41805,37920,2025-08-16,2025-08-24,DELIVERED
41806,37921,2023-01-12,2023-01-21,DELIVERED
41807,37922,2024-12-14,,PACKED
41808,37923,,,
41809,37924,2024-12-05,2024-12-14,DELIVERED
41810,37925,2024-05-04,,SHIPPED
41811,37926,2023-09-08,,PACKED
41812,37927,2023-05-26,2023-05-29,DELIVERED
41813,37929,2025-04-05,2025-04-09,DELIVERED
41814,37930,2025-02-10,2025-02-18,DELIVERED
41815,37931,2025-07-02,,IN_TRANSIT
41816,37932,2024-03-14,,SHIPPED
41817,37933,2025-05-26,,IN_TRANSIT
41818,37934,2023-12-12,,SHIPPED
41819,37934,2023-12-15,,IN_TRANSIT
41820,37935,2024-08-11,2024-08-12,DELIVERED
41821,37937,2024-11-09,2024-11-16,DELIVERED
41822,37938,2023-10-21,,PACKED
41823,37939,2023-12-10,2023-12-14,DELIVERED
41824,37940,2023-02-25,2023-03-10,DELIVERED
41825,37940,2023-02-23,2023-03-05,DELIVERED
41826,37941,,,
41827,37942,2023-09-24,,IN_TRANSIT
41828,37943,2024-09-27,2024-09-30,DELIVERED
41829,37944,2025-11-22,2025-11-28,DELIVERED
41830,37945,2024-08-22,2024-09-09,DELIVERED
41831,37946,2024-12-17,2024-12-20,DELIVERED
